Delivery City,Delivery Pincode,Courier,Zone
petlad,388160,Amazon,z_d
khambhat,388170,India Post,z_c
khambhat,388170,Shadowfax,z_d
khambhat,388170,Amazon,z_d
khambhat,388170,Delhivery,z_d
khambhat,388170,sr cargo domestic,z_d
khambhat,388170,Ekart  20 KG,z_d
tarapur   gj,388180,DTDC,z_d
tarapur   gj,388180,sr cargo domestic,z_d
tarapur   gj,388180,India Post,z_c
tarapur   gj,388180,DTDC Surface,z_d
tarapur   gj,388180,Amazon,z_d
tarapur   gj,388180,Delhivery,z_d
tarapur   gj,388180,Ecom Express,z_d
tarapur   gj,388180,Ekart  20 KG,z_d
tarapur   gj,388180,Ekart,z_d
tarapur   gj,388180,Blue Dart,z_d
anand,388201,Ekart  20 KG,z_d
anand,388201,Shadowfax,z_d
anand,388201,Delhivery,z_d
anand,388201,DTDC Surface,z_d
anand,388201,Xpressbees Surface,z_d
anand,388201,DTDC,z_d
anand,388205,Delhivery,z_d
anand,388205,Ekart,z_d
anand,388205,Ekart  20 KG,z_d
anand,388205,Shadowfax,z_d
anand,388205,Blue Dart,z_d
anand,388205,Amazon,z_d
anand,388205,India Post,z_c
anand,388205,sr cargo domestic,z_d
anand,388210,Blue Dart,z_d
anand,388210,Ekart,z_d
anand,388210,Delhivery,z_d
anand,388210,Ekart  20 KG,z_d
anand,388210,Shadowfax,z_d
anand,388210,DTDC,z_d
anand,388210,Xpressbees Surface,z_d
anand,388210,Amazon,z_d
anand,388210,DTDC Surface,z_d
anand,388210,India Post,z_c
anand,388211,Shadowfax,z_d
anand,388211,Delhivery,z_d
anand,388211,Ekart  20 KG,z_d
anand,388212,Xpressbees Surface,z_d
anand,388212,Shadowfax,z_d
anand,388212,Ekart  20 KG,z_d
anand,388213,Ekart  20 KG,z_d
thasra,388215,Shadowfax,z_d
thasra,388215,Amazon,z_d
thasra,388215,India Post,z_c
thasra,388215,Ekart  20 KG,z_d
thasra,388215,Blue Dart,z_d
thasra,388215,Delhivery,z_d
anand,388216,Shadowfax,z_d
anand,388216,Ekart  20 KG,z_d
thasra,388220,Ecom Express,z_d
thasra,388220,Xpressbees Surface,z_d
thasra,388220,DTDC,z_d
thasra,388220,Shadowfax,z_d
thasra,388220,Delhivery,z_d
thasra,388220,Ekart  20 KG,z_d
thasra,388220,Ekart,z_d
thasra,388220,Blue Dart,z_d
thasra,388220,DTDC Surface,z_d
thasra,388220,Amazon,z_d
thasra,388220,India Post,z_c
kheda,388225,India Post,z_c
kheda,388225,Shadowfax,z_d
kheda,388225,Amazon,z_d
kheda,388225,Xpressbees Surface,z_d
kheda,388225,Ekart  20 KG,z_d
kheda,388225,Blue Dart,z_d
kheda,388225,Delhivery,z_d
kapadwanj,388226,Ekart  20 KG,z_d
kheda,388230,Shadowfax,z_d
kheda,388230,Delhivery,z_d
kheda,388230,India Post,z_c
kheda,388230,Amazon,z_d
kheda,388230,Xpressbees Surface,z_d
balasinor,388235,sr cargo domestic,z_d
balasinor,388235,India Post,z_c
balasinor,388235,Shadowfax,z_d
balasinor,388235,Delhivery,z_d
balasinor,388235,Blue Dart,z_d
balasinor,388235,Ecom Express,z_d
balasinor,388235,Xpressbees Surface,z_d
balasinor,388239,Ekart,z_d
balasinor,388239,Delhivery,z_d
balasinor,388239,Blue Dart,z_d
balasinor,388239,Ekart  20 KG,z_d
balasinor,388239,Shadowfax,z_d
balasinor,388239,sr cargo domestic,z_d
balasinor,388239,India Post,z_c
balasinor,388239,Amazon,z_d
balasinor,388239,Xpressbees Surface,z_d
kheda,388240,Delhivery,z_d
kheda,388240,Ekart  20 KG,z_d
thasra,388245,Ecom Express,z_d
thasra,388245,India Post,z_c
thasra,388245,Shadowfax,z_d
thasra,388245,Amazon,z_d
thasra,388245,Delhivery,z_d
thasra,388245,Xpressbees Surface,z_d
thasra,388245,Ekart  20 KG,z_d
thasra,388245,Ekart,z_d
thasra,388245,Blue Dart,z_d
thasra,388250,Blue Dart,z_d
thasra,388250,Delhivery,z_d
thasra,388250,Ekart  20 KG,z_d
thasra,388250,Shadowfax,z_d
thasra,388250,India Post,z_c
thasra,388250,Amazon,z_d
thasra,388250,Xpressbees Surface,z_d
kheda,388254,Delhivery,z_d
kheda,388254,Ekart  20 KG,z_d
kheda,388254,Xpressbees Surface,z_d
balasinor,388255,India Post,z_c
balasinor,388255,Ekart  20 KG,z_d
balasinor,388255,Shadowfax,z_d
balasinor,388255,Ekart,z_d
balasinor,388255,Blue Dart,z_d
balasinor,388255,Delhivery,z_d
balasinor,388255,Ecom Express,z_d
balasinor,388255,Xpressbees Surface,z_d
balasinor,388255,sr cargo domestic,z_d
kheda,388259,Ekart  20 KG,z_d
birpur,388260,Shadowfax,z_d
birpur,388260,Blue Dart,z_d
birpur,388260,Delhivery,z_d
birpur,388260,India Post,z_c
birpur,388260,Amazon,z_d
kheda,388262,Ekart  20 KG,z_d
balasinor,388265,Shadowfax,z_d
balasinor,388265,Delhivery,z_d
balasinor,388265,Ekart,z_d
balasinor,388265,Blue Dart,z_d
balasinor,388265,India Post,z_c
balasinor,388265,sr cargo domestic,z_d
lunawada,388270,Ecom Express,z_d
lunawada,388270,Delhivery,z_d
lunawada,388270,Ekart  20 KG,z_d
lunawada,388270,Shadowfax,z_d
lunawada,388270,India Post,z_c
balasinor,388275,Ekart  20 KG,z_d
balasinor,388275,Delhivery,z_d
balasinor,388275,sr cargo domestic,z_d
anand,388305,Xpressbees Surface,z_d
anand,388305,India Post,z_c
anand,388305,Amazon,z_d
anand,388305,Shadowfax,z_d
anand,388305,Ekart  20 KG,z_d
anand,388305,Delhivery,z_d
anand,388305,Ekart,z_d
anand,388305,Blue Dart,z_d
anand,388305,sr cargo domestic,z_d
anand,388306,Delhivery,z_d
anand,388306,India Post,z_c
anand,388306,Amazon,z_d
anand,388306,Xpressbees Surface,z_d
anand,388306,sr cargo domestic,z_d
anand,388306,Ekart  20 KG,z_d
anand,388306,Shadowfax,z_d
anand,388306,Blue Dart,z_d
anand,388306,Ekart,z_d
anand,388307,Delhivery,z_d
anand,388307,Ekart,z_d
anand,388307,Ekart  20 KG,z_d
anand,388307,Shadowfax,z_d
anand,388307,Blue Dart,z_d
anand,388307,India Post,z_c
anand,388307,Amazon,z_d
anand,388307,sr cargo domestic,z_d
anand,388308,Delhivery,z_d
anand,388308,Ekart  20 KG,z_d
anand,388308,Shadowfax,z_d
anand,388308,Xpressbees Surface,z_d
anand,388308,sr cargo domestic,z_d
anand,388310,Shadowfax,z_d
anand,388310,India Post,z_c
anand,388310,Amazon,z_d
anand,388310,Ekart  20 KG,z_d
anand,388310,Delhivery,z_d
anand,388310,Ekart,z_d
anand,388310,sr cargo domestic,z_d
anand,388315,Xpressbees Surface,z_d
anand,388315,Amazon,z_d
anand,388315,India Post,z_c
anand,388315,Delhivery,z_d
anand,388315,Ekart,z_d
anand,388315,Ekart  20 KG,z_d
anand,388315,Shadowfax,z_d
anand,388315,Blue Dart,z_d
anand,388315,sr cargo domestic,z_d
anand,388320,Shadowfax,z_d
anand,388320,Delhivery,z_d
anand,388320,India Post,z_c
anand,388320,DTDC Surface,z_d
anand,388320,Amazon,z_d
anand,388320,Xpressbees Surface,z_d
anand,388320,DTDC,z_d
anand,388320,sr cargo domestic,z_d
anand,388320,Ekart  20 KG,z_d
anand,388320,Ekart,z_d
anand,388320,Blue Dart,z_d
anand,388321,Shadowfax,z_d
anand,388321,Xpressbees Surface,z_d
anand,388321,DTDC,z_d
anand,388321,DTDC Surface,z_d
anand,388325,Shadowfax,z_d
anand,388325,Delhivery,z_d
anand,388325,Ekart  20 KG,z_d
anand,388325,Blue Dart,z_d
anand,388325,Ekart,z_d
anand,388325,Xpressbees Surface,z_d
anand,388325,DTDC,z_d
anand,388325,sr cargo domestic,z_d
anand,388325,DTDC Surface,z_d
anand,388325,India Post,z_c
anand,388325,Amazon,z_d
anand,388330,India Post,z_c
anand,388330,Amazon,z_d
anand,388330,Ekart  20 KG,z_d
anand,388330,Shadowfax,z_d
anand,388330,Ekart,z_d
anand,388330,Delhivery,z_d
anand,388330,sr cargo domestic,z_d
anand,388330,Xpressbees Surface,z_d
anand,388335,Xpressbees Surface,z_d
anand,388335,Shadowfax,z_d
anand,388335,Amazon,z_d
anand,388335,India Post,z_c
anand,388335,Ekart  20 KG,z_d
anand,388335,Delhivery,z_d
anand,388335,Ekart,z_d
anand,388335,sr cargo domestic,z_d
anand,388336,Delhivery,z_d
anand,388336,Shadowfax,z_d
anand,388336,sr cargo domestic,z_d
anand,388336,Ekart  20 KG,z_d
anand,388340,Delhivery,z_d
anand,388340,Ekart,z_d
anand,388340,Ekart  20 KG,z_d
anand,388340,Shadowfax,z_d
anand,388340,Blue Dart,z_d
anand,388340,Xpressbees Surface,z_d
anand,388340,India Post,z_c
anand,388340,Amazon,z_d
anand,388340,sr cargo domestic,z_d
anand,388345,Delhivery,z_d
anand,388345,Shadowfax,z_d
anand,388345,Blue Dart,z_d
anand,388345,Ekart  20 KG,z_d
anand,388345,Ekart,z_d
anand,388345,Xpressbees Surface,z_d
anand,388345,sr cargo domestic,z_d
anand,388345,Amazon,z_d
anand,388345,India Post,z_c
anand,388350,Shadowfax,z_d
anand,388350,India Post,z_c
anand,388350,Amazon,z_d
anand,388350,Delhivery,z_d
anand,388350,Ekart,z_d
anand,388350,Blue Dart,z_d
anand,388350,Ekart  20 KG,z_d
anand,388350,sr cargo domestic,z_d
anand,388350,Xpressbees Surface,z_d
anand,388355,Xpressbees Surface,z_d
anand,388355,Amazon,z_d
anand,388355,Shadowfax,z_d
anand,388355,India Post,z_c
anand,388355,Ekart  20 KG,z_d
anand,388355,Delhivery,z_d
anand,388355,Ekart,z_d
anand,388355,sr cargo domestic,z_d
anand,388360,Delhivery,z_d
anand,388360,Shadowfax,z_d
anand,388360,Amazon,z_d
anand,388360,India Post,z_c
anand,388360,Xpressbees Surface,z_d
anand,388360,Ecom Express,z_d
anand,388360,sr cargo domestic,z_d
anand,388360,Ekart,z_d
anand,388360,Ekart  20 KG,z_d
anand,388365,Ekart,z_d
anand,388365,Blue Dart,z_d
anand,388365,Delhivery,z_d
anand,388365,Ekart  20 KG,z_d
anand,388365,Shadowfax,z_d
anand,388365,Xpressbees Surface,z_d
anand,388365,India Post,z_c
anand,388365,Amazon,z_d
anand,388365,sr cargo domestic,z_d
anand,388370,Delhivery,z_d
anand,388370,Blue Dart,z_d
anand,388370,Ekart,z_d
anand,388370,Ekart  20 KG,z_d
anand,388370,Shadowfax,z_d
anand,388370,Xpressbees Surface,z_d
anand,388370,sr cargo domestic,z_d
anand,388370,Amazon,z_d
anand,388370,India Post,z_c
kheda,388410,India Post,z_c
kheda,388410,Delhivery,z_d
kheda,388410,Ekart  20 KG,z_d
nadiad,388421,Xpressbees Surface,z_d
nadiad,388421,Ecom Express,z_d
nadiad,388421,India Post,z_c
nadiad,388421,Shadowfax,z_d
nadiad,388421,Amazon,z_d
nadiad,388421,Ekart  20 KG,z_d
nadiad,388421,Ekart,z_d
nadiad,388421,Blue Dart,z_d
nadiad,388421,Delhivery,z_d
anand,388425,Xpressbees Surface,z_d
petlad,388430,sr cargo domestic,z_d
petlad,388430,DTDC,z_d
petlad,388430,Delhivery,z_d
petlad,388430,Shadowfax,z_d
petlad,388430,Amazon,z_d
petlad,388430,India Post,z_c
petlad,388430,DTDC Surface,z_d
petlad,388430,Ekart  20 KG,z_d
petlad,388430,Ekart,z_d
petlad,388430,Blue Dart,z_d
kheda,388435,DTDC,z_d
kheda,388435,Xpressbees Surface,z_d
kheda,388435,DTDC Surface,z_d
nadiad,388440,India Post,z_c
nadiad,388440,Amazon,z_d
nadiad,388440,sr cargo domestic,z_d
nadiad,388440,Delhivery,z_d
nadiad,388440,Shadowfax,z_d
nadiad,388440,Ekart,z_d
nadiad,388440,Ekart  20 KG,z_d
nadiad,388440,Blue Dart,z_d
nadiad,388440,Ecom Express,z_d
nadiad,388440,Xpressbees Surface,z_d
anand,388445,Xpressbees Surface,z_d
anand,388445,DTDC,z_d
anand,388445,Shadowfax,z_d
anand,388445,DTDC Surface,z_d
petlad,388450,Ekart  20 KG,z_d
petlad,388450,Shadowfax,z_d
petlad,388450,Ekart,z_d
petlad,388450,Delhivery,z_d
petlad,388450,Blue Dart,z_d
petlad,388450,DTDC Surface,z_d
petlad,388450,India Post,z_c
petlad,388450,Amazon,z_d
petlad,388450,Xpressbees Surface,z_d
petlad,388450,DTDC,z_d
petlad,388450,Ecom Express,z_d
petlad,388450,sr cargo domestic,z_d
sojitra,388460,sr cargo domestic,z_d
sojitra,388460,Blue Dart,z_d
sojitra,388460,Delhivery,z_d
sojitra,388460,Ekart,z_d
sojitra,388460,Ekart  20 KG,z_d
sojitra,388460,Shadowfax,z_d
sojitra,388460,Amazon,z_d
sojitra,388460,India Post,z_c
sojitra,388460,Ecom Express,z_d
tarapur   gj,388461,Ekart  20 KG,z_d
petlad,388465,Delhivery,z_d
petlad,388465,sr cargo domestic,z_d
petlad,388465,Ekart  20 KG,z_d
petlad,388465,Shadowfax,z_d
petlad,388465,Ekart,z_d
petlad,388465,Blue Dart,z_d
petlad,388465,Amazon,z_d
petlad,388465,India Post,z_c
anand,388466,Xpressbees Surface,z_d
petlad,388470,Xpressbees Surface,z_d
petlad,388470,sr cargo domestic,z_d
petlad,388470,Amazon,z_d
petlad,388470,India Post,z_c
petlad,388470,Shadowfax,z_d
petlad,388470,Delhivery,z_d
petlad,388470,Blue Dart,z_d
petlad,388470,Ekart  20 KG,z_d
petlad,388470,Ekart,z_d
borsad,388480,Delhivery,z_d
borsad,388480,Ekart  20 KG,z_d
borsad,388480,Shadowfax,z_d
borsad,388480,Blue Dart,z_d
borsad,388480,Ekart,z_d
borsad,388480,Amazon,z_d
borsad,388480,India Post,z_c
borsad,388480,sr cargo domestic,z_d
anand,388485,Shadowfax,z_d
borsad,388510,sr cargo domestic,z_d
borsad,388510,Ekart  20 KG,z_d
borsad,388510,Shadowfax,z_d
borsad,388510,Delhivery,z_d
borsad,388510,Blue Dart,z_d
borsad,388510,Xpressbees Surface,z_d
borsad,388510,Ecom Express,z_d
borsad,388510,India Post,z_c
borsad,388510,Amazon,z_d
anand,388515,sr cargo domestic,z_d
anand,388515,Delhivery,z_d
borsad,388520,Delhivery,z_d
borsad,388520,sr cargo domestic,z_d
borsad,388520,India Post,z_c
borsad,388520,Amazon,z_d
borsad,388520,Xpressbees Surface,z_d
borsad,388520,Ekart,z_d
borsad,388520,Ekart  20 KG,z_d
borsad,388520,Shadowfax,z_d
borsad,388520,Blue Dart,z_d
borsad,388530,Delhivery,z_d
borsad,388530,Ekart  20 KG,z_d
borsad,388530,Shadowfax,z_d
borsad,388530,Blue Dart,z_d
borsad,388530,India Post,z_c
borsad,388530,Amazon,z_d
borsad,388531,Ekart  20 KG,z_d
anand,388540,Ecom Express,z_d
anand,388540,Xpressbees Surface,z_d
anand,388540,DTDC,z_d
anand,388540,Delhivery,z_d
anand,388540,India Post,z_c
anand,388540,DTDC Surface,z_d
anand,388540,Shadowfax,z_d
anand,388540,Amazon,z_d
anand,388540,Ekart  20 KG,z_d
anand,388540,Blue Dart,z_d
anand,388540,Ekart,z_d
anand,388540,sr cargo domestic,z_d
borsad,388543,sr cargo domestic,z_d
borsad,388543,Delhivery,z_d
borsad,388543,Ekart,z_d
borsad,388543,Ekart  20 KG,z_d
borsad,388543,Shadowfax,z_d
borsad,388543,Amazon,z_d
borsad,388543,India Post,z_c
anand,388544,DTDC Surface,z_d
anand,388544,Shadowfax,z_d
anand,388544,sr cargo domestic,z_d
anand,388544,Delhivery,z_d
anand,388544,DTDC,z_d
borsad,388545,Xpressbees Surface,z_d
borsad,388545,sr cargo domestic,z_d
borsad,388545,Shadowfax,z_d
borsad,388545,Amazon,z_d
borsad,388545,India Post,z_c
borsad,388545,Ekart  20 KG,z_d
borsad,388545,Delhivery,z_d
borsad,388545,Ekart,z_d
borsad,388545,Blue Dart,z_d
khambhat,388550,Delhivery,z_d
khambhat,388550,Amazon,z_d
khambhat,388550,India Post,z_c
khambhat,388550,sr cargo domestic,z_d
khambhat,388550,Blue Dart,z_d
khambhat,388550,Ekart  20 KG,z_d
khambhat,388555,Xpressbees Surface,z_d
khambhat,388556,Xpressbees Surface,z_d
borsad,388560,India Post,z_c
borsad,388560,Shadowfax,z_d
borsad,388560,Amazon,z_d
borsad,388560,Xpressbees Surface,z_d
borsad,388560,Delhivery,z_d
borsad,388560,sr cargo domestic,z_d
borsad,388560,Blue Dart,z_d
borsad,388560,Ekart  20 KG,z_d
borsad,388570,Ekart  20 KG,z_d
borsad,388570,Shadowfax,z_d
borsad,388570,Blue Dart,z_d
borsad,388570,Ekart,z_d
borsad,388570,Delhivery,z_d
borsad,388570,India Post,z_c
borsad,388570,Amazon,z_d
borsad,388570,Xpressbees Surface,z_d
borsad,388580,sr cargo domestic,z_d
borsad,388580,India Post,z_c
borsad,388580,Shadowfax,z_d
borsad,388580,Ekart,z_d
borsad,388580,Ekart  20 KG,z_d
borsad,388580,Blue Dart,z_d
borsad,388580,Delhivery,z_d
khambhat,388585,Xpressbees Surface,z_d
khambhat,388585,Ekart  20 KG,z_d
khambhat,388585,Shadowfax,z_d
borsad,388590,Delhivery,z_d
borsad,388590,sr cargo domestic,z_d
borsad,388590,Ekart  20 KG,z_d
borsad,388590,Shadowfax,z_d
borsad,388590,Ekart,z_d
borsad,388590,Blue Dart,z_d
borsad,388590,India Post,z_c
borsad,388590,Amazon,z_d
khambhat,388600,Xpressbees Surface,z_d
kheda,388610,Ecom Express,z_d
kheda,388610,Delhivery,z_d
kheda,388610,India Post,z_c
kheda,388610,Amazon,z_d
kheda,388610,sr cargo domestic,z_d
kheda,388610,Ekart  20 KG,z_d
kheda,388610,Blue Dart,z_d
khambhat,388620,Ekart  20 KG,z_d
khambhat,388620,Shadowfax,z_d
khambhat,388620,Ekart,z_d
khambhat,388620,Delhivery,z_d
khambhat,388620,Blue Dart,z_d
khambhat,388620,DTDC,z_d
khambhat,388620,sr cargo domestic,z_d
khambhat,388620,Amazon,z_d
khambhat,388620,DTDC Surface,z_d
khambhat,388620,India Post,z_c
kheda,388625,India Post,z_c
kheda,388625,Blue Dart,z_d
kheda,388625,Ekart,z_d
kheda,388625,Delhivery,z_d
kheda,388625,sr cargo domestic,z_d
khambhat,388630,DTDC,z_d
khambhat,388630,Delhivery,z_d
khambhat,388630,Ekart,z_d
khambhat,388630,Blue Dart,z_d
khambhat,388630,Ekart  20 KG,z_d
khambhat,388630,Shadowfax,z_d
khambhat,388630,Amazon,z_d
khambhat,388630,DTDC Surface,z_d
khambhat,388630,India Post,z_c
khambhat,388630,sr cargo domestic,z_d
khambhat,388640,Delhivery,z_d
khambhat,388640,Shadowfax,z_d
khambhat,388640,Amazon,z_d
khambhat,388640,India Post,z_c
khambhat,388640,Blue Dart,z_d
khambhat,388640,Ekart,z_d
khambhat,388640,Ekart  20 KG,z_d
khambhat,388640,sr cargo domestic,z_d
khambhat,388641,Xpressbees Surface,z_d
khambhat,388641,Ekart  20 KG,z_d
godhra,388710,Ekart  20 KG,z_d
godhra,388710,Shadowfax,z_d
godhra,388710,Delhivery,z_d
godhra,388710,Blue Dart,z_d
godhra,388710,sr cargo domestic,z_d
godhra,388710,India Post,z_c
godhra,388713,Delhivery,z_d
godhra,388713,Ekart  20 KG,z_d
godhra,388713,Shadowfax,z_d
godhra,388713,Blue Dart,z_d
godhra,388713,India Post,z_c
godhra,388714,Ekart  20 KG,z_d
godhra,388715,Ekart  20 KG,z_d
godhra,388715,Delhivery,z_d
godhra,388716,Ekart  20 KG,z_d
godhra,388888,Ekart  20 KG,z_d
godhra,388888,Shadowfax,z_d
godhra,388888,DTDC,z_d
godhra,388888,DTDC Surface,z_d
godhra,389001,Delhivery,z_d
godhra,389001,Ecom Express,z_d
godhra,389001,Ekart  20 KG,z_d
godhra,389001,Shadowfax,z_d
godhra,389001,Ekart,z_d
godhra,389001,Blue Dart,z_d
godhra,389001,DTDC Surface,z_d
godhra,389001,India Post,z_c
godhra,389001,DTDC,z_d
godhra,389001,Xpressbees Surface,z_d
godhra,389002,Delhivery,z_d
godhra,389002,India Post,z_c
godhra,389002,Blue Dart,z_d
panch mahals,389110,Delhivery,z_d
panch mahals,389110,Shadowfax,z_d
panch mahals,389110,India Post,z_c
panch mahals,389110,sr cargo domestic,z_d
godhra,389115,Ecom Express,z_d
godhra,389115,Delhivery,z_d
godhra,389115,Blue Dart,z_d
godhra,389115,Shadowfax,z_d
godhra,389115,India Post,z_c
godhra,389120,India Post,z_c
godhra,389120,Ekart  20 KG,z_d
godhra,389120,Shadowfax,z_d
godhra,389120,Blue Dart,z_d
godhra,389120,Delhivery,z_d
godhra,389122,DTDC Surface,z_d
godhra,389122,DTDC,z_d
godhra,389123,DTDC,z_d
godhra,389123,Ekart  20 KG,z_d
godhra,389123,DTDC Surface,z_d
devgadh baria,389130,India Post,z_c
devgadh baria,389130,Delhivery,z_d
devgadh baria,389130,Xpressbees Surface,z_d
devgadh baria,389130,Blue Dart,z_d
dahod,389140,Delhivery,z_d
dahod,389140,Ekart,z_d
dahod,389140,Blue Dart,z_d
dahod,389140,Ekart  20 KG,z_d
dahod,389140,India Post,z_c
dahod,389140,sr cargo domestic,z_d
limkheda,389146,India Post,z_c
limkheda,389146,Delhivery,z_d
dahod,389150,Delhivery,z_d
dahod,389150,DTDC Surface,z_d
dahod,389150,Xpressbees Surface,z_d
dahod,389150,DTDC,z_d
dahod,389150,Ekart  20 KG,z_d
dahod,389151,Delhivery,z_d
dahod,389151,Ekart,z_d
dahod,389151,Blue Dart,z_d
dahod,389151,Ekart  20 KG,z_d
dahod,389151,Shadowfax,z_d
dahod,389151,India Post,z_c
dahod,389151,Amazon,z_d
dahod,389151,DTDC Surface,z_d
dahod,389151,Xpressbees Surface,z_d
dahod,389151,DTDC,z_d
dahod,389152,Delhivery,z_d
dahod,389152,Ekart,z_d
dahod,389152,Blue Dart,z_d
dahod,389152,Ekart  20 KG,z_d
dahod,389152,Shadowfax,z_d
dahod,389152,India Post,z_c
dahod,389152,Amazon,z_d
dahod,389154,India Post,z_c
dahod,389154,Delhivery,z_d
dahod,389155,India Post,z_c
dahod,389155,Amazon,z_d
dahod,389155,Blue Dart,z_d
dahod,389157,Delhivery,z_d
dahod,389158,Delhivery,z_d
dahod,389158,DTDC Surface,z_d
dahod,389158,Ekart  20 KG,z_d
dahod,389158,DTDC,z_d
dahod,389160,Delhivery,z_d
dahod,389160,Shadowfax,z_d
dahod,389160,India Post,z_c
dahod,389160,Amazon,z_d
dahod,389160,Ekart,z_d
dahod,389160,Blue Dart,z_d
dahod,389160,Ekart  20 KG,z_d
jhalod,389170,Delhivery,z_d
jhalod,389170,Ekart,z_d
jhalod,389170,Blue Dart,z_d
jhalod,389170,Amazon,z_d
jhalod,389170,India Post,z_c
dahod,389172,Amazon,z_d
dahod,389172,India Post,z_c
dahod,389172,Blue Dart,z_d
dahod,389172,Ekart,z_d
dahod,389172,sr cargo domestic,z_d
dahod,389175,sr cargo domestic,z_d
dahod,389175,India Post,z_c
dahod,389175,Ekart,z_d
dahod,389175,Blue Dart,z_d
dahod,389175,Ecom Express,z_d
dahod,389180,Delhivery,z_d
dahod,389180,Ekart,z_d
dahod,389180,Ekart  20 KG,z_d
dahod,389180,Blue Dart,z_d
dahod,389180,India Post,z_c
dahod,389180,Amazon,z_d
dahod,389190,India Post,z_c
dahod,389190,Amazon,z_d
dahod,389190,Delhivery,z_d
dahod,389190,Ekart,z_d
dahod,389190,Blue Dart,z_d
godhra,389210,Delhivery,z_d
godhra,389210,India Post,z_c
godhra,389210,Ekart  20 KG,z_d
godhra,389210,Shadowfax,z_d
godhra,389210,Blue Dart,z_d
lunawada,389220,India Post,z_c
lunawada,389220,Delhivery,z_d
lunawada,389220,Ecom Express,z_d
lunawada,389220,Blue Dart,z_d
lunawada,389220,Ekart  20 KG,z_d
lunawada,389230,Delhivery,z_d
lunawada,389230,Xpressbees Surface,z_d
lunawada,389230,India Post,z_c
lunawada,389230,Amazon,z_d
lunawada,389230,Shadowfax,z_d
lunawada,389230,Ekart,z_d
lunawada,389230,Blue Dart,z_d
lunawada,389230,Ekart  20 KG,z_d
lunawada,389230,Ecom Express,z_d
godhra,389232,India Post,z_c
lunawada,389235,India Post,z_c
lunawada,389235,Shadowfax,z_d
lunawada,389235,Ecom Express,z_d
lunawada,389235,Delhivery,z_d
lunawada,389235,Ekart,z_d
lunawada,389235,Ekart  20 KG,z_d
kadana,389240,sr cargo domestic,z_d
kadana,389250,Shadowfax,z_d
kadana,389250,India Post,z_c
kadana,389250,sr cargo domestic,z_d
santrampur,389260,Ecom Express,z_d
santrampur,389260,India Post,z_c
santrampur,389260,Shadowfax,z_d
santrampur,389260,Amazon,z_d
santrampur,389260,Ekart  20 KG,z_d
santrampur,389260,Ekart,z_d
santrampur,389260,Blue Dart,z_d
santrampur,389260,sr cargo domestic,z_d
santrampur,389260,Xpressbees Surface,z_d
kadana,389265,Delhivery,z_d
kadana,389265,India Post,z_c
kadana,389265,Shadowfax,z_d
kadana,389265,Ekart  20 KG,z_d
halol,389310,Delhivery,z_d
halol,389310,Ekart,z_d
halol,389310,Ekart  20 KG,z_d
halol,389310,Shadowfax,z_d
halol,389310,India Post,z_c
halol,389320,Shadowfax,z_d
halol,389320,India Post,z_c
halol,389320,Ekart,z_d
halol,389320,Ekart  20 KG,z_d
halol,389320,Blue Dart,z_d
halol,389320,Delhivery,z_d
halol,389322,Delhivery,z_d
halol,389322,Ekart  20 KG,z_d
halol,389322,DTDC Surface,z_d
halol,389322,DTDC,z_d
halol,389325,DTDC,z_d
halol,389325,Delhivery,z_d
halol,389325,DTDC Surface,z_d
halol,389330,DTDC Surface,z_d
halol,389330,Shadowfax,z_d
halol,389330,India Post,z_c
halol,389330,Delhivery,z_d
halol,389330,DTDC,z_d
halol,389330,Ekart,z_d
halol,389330,Blue Dart,z_d
halol,389330,Ekart  20 KG,z_d
godhra,389340,Ekart  20 KG,z_d
godhra,389340,Shadowfax,z_d
godhra,389340,Ekart,z_d
godhra,389340,Delhivery,z_d
godhra,389340,Blue Dart,z_d
godhra,389340,India Post,z_c
godhra,389340,Amazon,z_d
halol,389341,India Post,z_c
halol,389341,Ekart  20 KG,z_d
halol,389341,Blue Dart,z_d
panch mahals,389343,Ekart  20 KG,z_d
panch mahals,389344,Ekart  20 KG,z_d
panch mahals,389344,DTDC Surface,z_d
panch mahals,389344,DTDC,z_d
panch mahals,389345,Ekart  20 KG,z_d
panch mahals,389345,Blue Dart,z_d
panch mahals,389346,Ekart  20 KG,z_d
panch mahals,389347,DTDC Surface,z_d
panch mahals,389347,DTDC,z_d
panch mahals,389347,Ekart  20 KG,z_d
halol,389348,Ekart  20 KG,z_d
halol,389348,DTDC,z_d
halol,389348,DTDC Surface,z_d
halol,389350,Ecom Express,z_d
halol,389350,Ekart  20 KG,z_d
halol,389350,Shadowfax,z_d
halol,389350,Blue Dart,z_d
halol,389350,Delhivery,z_d
halol,389350,Ekart,z_d
halol,389350,DTDC,z_d
halol,389350,DTDC Surface,z_d
halol,389350,Amazon,z_d
halol,389350,India Post,z_c
halol,389351,Delhivery,z_d
halol,389351,Ekart  20 KG,z_d
halol,389351,Blue Dart,z_d
halol,389351,DTDC Surface,z_d
halol,389351,DTDC,z_d
halol,389352,DTDC,z_d
halol,389352,Delhivery,z_d
halol,389352,Blue Dart,z_d
halol,389352,DTDC Surface,z_d
halol,389355,DTDC,z_d
halol,389355,DTDC Surface,z_d
halol,389355,Ekart  20 KG,z_d
halol,389360,Ekart  20 KG,z_d
halol,389360,Shadowfax,z_d
halol,389360,Delhivery,z_d
